,bbox_list
2ad489c11ed8b77a9d8a2339ac64ffc38e79281c03a2507db4688fd3186c0fe5,"[[48, 10, 60, 24], [191, 78, 204, 94], [245, 97, 256, 112], [61, 110, 75, 130], [41, 119, 54, 133], [19, 137, 40, 155], [143, 168, 157, 180], [252, 190, 256, 198], [63, 219, 78, 230]]"
2b50b1e3fa5c5aa39bc84ebfaea9961b7199c4d2488ae0b48d0b3459807d59d2,"[[42, 7, 60, 26], [114, 75, 127, 93], [145, 93, 156, 106], [0, 94, 8, 110], [187, 110, 207, 129], [114, 160, 131, 181], [33, 162, 45, 175], [59, 162, 70, 178], [251, 193, 256, 202], [29, 196, 42, 207], [85, 234, 99, 250]]"
2bf594e9d06f78b4b79d7ffb395497a0a91126b6b0d710d7a9cee21f5c3bd177,"[[0, 4, 61, 93], [50, 20, 73, 43], [77, 20, 98, 43], [0, 42, 10, 64], [63, 43, 99, 88], [38, 69, 65, 91], [19, 87, 75, 135], [66, 117, 90, 147], [91, 117, 120, 147], [0, 134, 7, 156], [90, 218, 111, 238], [38, 219, 60, 240], [50, 233, 94, 256], [95, 243, 117, 256]]"
2c61fdcb36fd1b2944895af6204279e9f6c164ba894198b40c8b7a3c9bf500ea,"[[52, 0, 97, 35], [0, 7, 17, 32], [0, 45, 5, 58], [4, 57, 31, 78], [54, 59, 75, 81], [26, 83, 55, 109], [74, 90, 86, 99], [129, 92, 136, 97], [0, 94, 9, 113], [86, 109, 119, 155], [19, 112, 40, 132], [31, 133, 59, 159], [4, 173, 36, 216], [89, 177, 124, 209], [140, 180, 166, 205], [36, 219, 64, 246], [72, 231, 115, 274], [117, 234, 143, 284], [4, 247, 12, 259], [18, 250, 56, 279], [144, 260, 227, 320], [225, 264, 256, 288], [42, 275, 61, 290], [67, 281, 91, 305], [89, 309, 113, 320]]"
2c83c86dd4e5dacc024b55629375567fb8e320a82ef86f541cfe54764040fc25,"[[305, 0, 321, 7], [80, 28, 113, 59], [200, 78, 232, 102], [31, 94, 63, 122], [194, 191, 219, 212], [360, 194, 395, 225], [198, 224, 224, 244], [420, 257, 440, 287], [469, 278, 501, 308], [0, 359, 21, 386], [112, 372, 147, 400], [315, 372, 353, 402], [492, 383, 520, 414], [141, 400, 160, 434], [260, 402, 284, 431], [508, 431, 520, 457], [383, 465, 415, 486], [147, 496, 167, 522], [433, 497, 463, 529], [201, 529, 235, 548], [348, 534, 377, 561], [286, 535, 313, 565], [97, 565, 132, 598], [43, 630, 62, 659]]"
2c840a94d216f5ef4e499b53ae885e9b022cbf639e004ec788436093837823b2,"[[169, 0, 219, 47], [241, 0, 286, 52], [21, 5, 78, 50], [69, 30, 117, 82], [290, 63, 360, 125], [169, 67, 229, 111], [0, 83, 40, 132], [49, 135, 126, 195], [311, 161, 360, 210], [203, 175, 269, 226], [0, 180, 34, 254], [31, 208, 38, 214], [132, 216, 180, 283], [331, 236, 360, 305], [68, 242, 123, 322], [0, 267, 56, 336], [282, 280, 354, 360], [222, 285, 275, 347]]"
2cfa61bef6542dd359717e9131ce6f076c415a3bd7f48cb093b0d7f3b2ca785d,"[[15, 0, 38, 23], [142, 0, 171, 16], [230, 0, 266, 20], [315, 8, 346, 39], [78, 9, 103, 39], [514, 13, 520, 30], [281, 19, 309, 59], [350, 21, 375, 49], [221, 30, 243, 65], [506, 40, 520, 65], [37, 55, 63, 93], [333, 64, 363, 94], [458, 66, 483, 95], [276, 67, 297, 111], [108, 69, 144, 120], [389, 82, 416, 121], [488, 82, 520, 107], [454, 99, 496, 130], [226, 105, 259, 141], [315, 112, 344, 154], [347, 112, 369, 156], [196, 127, 227, 156], [16, 140, 42, 172], [501, 156, 520, 177], [418, 157, 461, 188], [299, 162, 353, 194], [79, 173, 100, 213], [488, 183, 512, 225], [234, 186, 273, 221], [174, 188, 210, 222], [3, 191, 32, 217], [55, 198, 75, 237], [391, 200, 448, 235], [135, 224, 160, 264], [423, 233, 459, 262], [106, 236, 126, 276], [337, 245, 372, 286], [28, 254, 68, 285], [197, 256, 227, 285], [437, 268, 501, 319], [251, 269, 292, 299], [23, 283, 60, 316], [0, 295, 31, 330], [156, 296, 172, 315], [304, 299, 340, 321], [405, 299, 437, 329], [250, 313, 291, 344], [169, 318, 185, 337], [348, 335, 380, 363], [0, 338, 12, 361], [463, 349, 498, 388], [313, 353, 352, 377], [400, 358, 428, 393], [245, 359, 282, 387], [101, 365, 174, 428], [63, 369, 94, 407], [190, 370, 219, 399], [293, 393, 345, 443], [0, 398, 38, 432], [449, 408, 495, 448], [167, 417, 196, 447], [230, 441, 261, 467], [348, 446, 403, 491], [156, 472, 186, 502], [514, 472, 520, 490], [110, 478, 136, 512], [0, 479, 15, 504], [279, 482, 297, 522], [65, 489, 95, 534], [4, 507, 43, 549], [219, 507, 248, 532], [347, 508, 390, 534], [413, 510, 454, 535], [476, 511, 499, 554], [141, 543, 176, 577], [313, 548, 348, 586], [223, 549, 269, 576], [516, 552, 520, 569], [66, 568, 98, 610], [384, 576, 426, 603], [0, 578, 31, 610], [210, 599, 254, 630], [40, 606, 64, 648], [419, 608, 460, 630], [120, 615, 177, 673], [370, 617, 419, 637], [513, 618, 520, 633], [4, 626, 29, 665], [256, 628, 296, 653], [333, 642, 371, 665], [216, 654, 248, 675], [417, 655, 449, 684], [475, 659, 508, 691], [62, 660, 89, 696], [259, 673, 295, 696], [390, 681, 412, 696], [118, 687, 138, 696]]"
2cfa857e63be1b418c91ad5ea1f8d136fd1b80fc856e1d4277274c3dea28011c,"[[163, 21, 178, 41], [72, 23, 84, 36], [203, 43, 212, 51], [135, 59, 145, 75], [82, 67, 90, 78], [253, 87, 256, 99], [110, 112, 122, 129], [234, 115, 246, 133], [13, 119, 20, 125], [195, 128, 206, 144], [71, 172, 84, 192]]"
2d53d7ec0c579fffd6710c956288537d46c719a93c6a04ac0d6550f75a6a6493,"[[75, 0, 129, 23], [485, 91, 520, 163], [63, 166, 113, 219], [487, 357, 520, 407], [439, 399, 480, 447], [135, 577, 189, 618], [363, 582, 416, 649]]"
2dd3356f2dcf470aec4003800744dfec6490e75d88011e1d835f4f3d60f88e7a,"[[80, 0, 86, 5], [155, 0, 188, 75], [187, 0, 223, 10], [40, 1, 53, 16], [109, 2, 133, 37], [134, 2, 143, 16], [148, 2, 157, 10], [0, 4, 6, 17], [53, 10, 69, 28], [189, 12, 204, 25], [210, 14, 220, 33], [243, 14, 256, 35], [138, 16, 148, 36], [0, 18, 11, 30], [13, 20, 40, 57], [92, 22, 104, 34], [36, 24, 50, 41], [191, 30, 208, 51], [0, 33, 13, 50], [245, 34, 256, 51], [124, 35, 141, 54], [222, 47, 238, 64], [69, 54, 77, 65], [23, 58, 46, 78], [1, 60, 8, 70], [191, 61, 211, 81], [240, 63, 253, 77], [154, 67, 198, 146], [4, 68, 20, 80], [102, 68, 153, 112], [48, 70, 54, 77], [51, 72, 70, 114], [72, 72, 86, 87], [1, 82, 23, 101], [194, 84, 245, 117], [15, 95, 40, 141], [141, 107, 157, 127], [2, 110, 16, 122], [207, 112, 228, 131], [86, 115, 140, 171], [124, 117, 143, 141], [181, 117, 203, 137], [0, 120, 19, 155], [206, 125, 256, 193], [28, 130, 52, 161], [148, 133, 172, 175], [184, 143, 199, 163], [141, 151, 157, 176], [0, 158, 4, 171], [75, 162, 110, 242], [62, 173, 76, 193], [0, 174, 18, 201], [18, 174, 40, 203], [52, 184, 62, 204], [144, 185, 159, 199], [121, 191, 139, 203], [59, 194, 76, 228], [31, 195, 50, 211], [116, 219, 130, 242], [0, 222, 15, 260], [43, 227, 73, 304], [65, 240, 73, 251], [25, 245, 31, 255], [168, 246, 175, 266], [239, 261, 256, 311], [158, 264, 194, 320], [29, 269, 41, 290], [141, 274, 152, 296], [201, 279, 222, 305], [17, 288, 25, 305], [226, 293, 247, 316], [28, 295, 58, 320], [2, 302, 12, 320], [200, 303, 217, 320], [130, 305, 140, 320], [14, 308, 24, 320], [186, 314, 201, 320]]"
2dd9d8c797fc695665326fc8fd0eb5cd292139fa478ccb5acb7fb352f7030063,"[[84, 0, 95, 8], [68, 11, 80, 23], [0, 24, 18, 40], [12, 70, 20, 78], [49, 79, 69, 95], [0, 138, 11, 159], [14, 142, 21, 148], [50, 146, 63, 161], [169, 211, 180, 221], [161, 222, 175, 245], [107, 233, 120, 249], [152, 243, 167, 256]]"
2dec81a678ddcac2b110acffe82427d857695180bd841e3f9736a554acf832af,"[[165, 0, 214, 40], [375, 0, 407, 6], [471, 0, 508, 56], [228, 33, 283, 82], [0, 42, 18, 83], [107, 55, 146, 123], [365, 65, 404, 128], [266, 155, 311, 220], [514, 168, 520, 199], [0, 184, 28, 269], [363, 223, 405, 289], [197, 286, 254, 333], [44, 295, 107, 346], [386, 360, 439, 411], [254, 375, 305, 425], [393, 441, 457, 480], [231, 463, 314, 512], [0, 477, 34, 521], [78, 505, 141, 543], [418, 509, 494, 558], [307, 517, 366, 558], [456, 568, 503, 632], [377, 628, 418, 682], [68, 651, 123, 696]]"
2e172afb1f43b359f1f0208da9386aefe97c0c1afe202abfe6ec09cdca820990,"[[245, 0, 256, 13], [223, 4, 232, 17], [199, 9, 212, 26], [74, 17, 86, 33], [122, 20, 134, 30], [40, 37, 50, 52], [2, 38, 13, 51], [143, 48, 159, 60], [227, 54, 242, 73], [60, 70, 70, 85], [94, 84, 108, 95], [180, 89, 198, 103], [120, 91, 135, 106], [20, 96, 33, 121], [233, 96, 243, 110], [241, 112, 250, 119], [126, 113, 140, 129], [172, 123, 187, 136], [246, 127, 254, 134], [158, 133, 174, 144], [106, 149, 116, 159], [75, 157, 84, 170], [135, 163, 144, 177], [22, 164, 32, 178], [236, 166, 247, 180], [203, 168, 220, 182], [97, 170, 118, 193], [70, 179, 83, 196], [206, 186, 220, 201], [175, 193, 190, 209], [17, 200, 37, 214], [103, 210, 123, 222], [210, 223, 223, 237], [172, 227, 185, 244], [188, 242, 202, 256], [25, 244, 42, 256], [137, 252, 148, 256]]"
2e2d29fc44444a85049b162eb359a523dec108ccd5bd75022b25547491abf0c7,"[[0, 0, 17, 15], [17, 0, 37, 25], [79, 0, 130, 21], [49, 2, 67, 18], [92, 21, 148, 55], [24, 25, 65, 89], [122, 32, 189, 115], [42, 93, 65, 115], [156, 99, 196, 154], [184, 136, 217, 197], [0, 143, 76, 213], [91, 149, 145, 216], [202, 181, 230, 216], [235, 197, 256, 245], [107, 220, 152, 277], [254, 253, 256, 270], [205, 258, 223, 288], [157, 272, 175, 320], [92, 297, 135, 320]]"
2f929b067a59f88530b6bfa6f6889bc3a38adf88d594895973d1c8b2549fd93d,"[[41, 0, 70, 27], [115, 0, 130, 3], [83, 0, 171, 99], [183, 0, 196, 10], [200, 0, 227, 23], [235, 0, 256, 11], [72, 1, 97, 27], [165, 12, 192, 41], [250, 22, 256, 40], [60, 25, 80, 52], [219, 33, 242, 62], [145, 39, 170, 71], [0, 42, 24, 67], [172, 43, 195, 72], [54, 58, 88, 96], [156, 73, 178, 103], [19, 79, 60, 102], [177, 79, 201, 106], [103, 96, 129, 127], [25, 100, 48, 123], [139, 103, 167, 125], [49, 104, 76, 129], [221, 115, 242, 133], [70, 116, 95, 145], [19, 125, 70, 161], [139, 128, 163, 150], [212, 133, 244, 167], [95, 139, 122, 164], [59, 152, 85, 176], [179, 156, 202, 177], [225, 172, 251, 196], [194, 179, 216, 201], [0, 186, 23, 212], [248, 193, 256, 213], [83, 198, 105, 223], [31, 202, 52, 227], [55, 202, 82, 235], [213, 211, 239, 236], [2, 213, 29, 238], [105, 214, 126, 235], [182, 217, 206, 242], [78, 225, 104, 254], [28, 235, 76, 256], [0, 246, 11, 256]]"
30311520606ec99b6a810ae1a9a753df991777d374212423bb075c408a98ed74,"[[211, 14, 220, 22], [243, 25, 250, 31], [18, 36, 27, 46], [202, 37, 215, 56], [30, 42, 38, 51], [231, 43, 241, 53], [226, 54, 233, 62], [189, 67, 200, 78], [240, 79, 252, 91], [206, 97, 232, 111], [236, 97, 256, 113], [157, 111, 171, 129], [187, 118, 201, 131], [217, 129, 242, 165], [121, 141, 131, 154], [196, 150, 207, 162], [157, 154, 171, 165], [245, 154, 254, 158], [137, 155, 149, 165], [128, 166, 142, 179], [101, 170, 112, 181], [225, 171, 235, 182], [175, 172, 189, 194], [221, 182, 235, 191], [109, 187, 120, 198], [190, 190, 202, 202], [159, 191, 173, 202], [238, 201, 252, 212], [174, 205, 188, 214], [65, 215, 86, 231], [61, 223, 66, 228], [224, 224, 237, 234], [146, 243, 164, 256]]"
305a8baaf726d7c9e695bff31d3a6a61445999a4732f0a3e6174dc9dcbe43931,"[[21, 11, 36, 25], [11, 34, 23, 43], [233, 56, 252, 79], [159, 71, 171, 85], [0, 80, 4, 93], [94, 91, 106, 105], [115, 91, 128, 104], [237, 195, 253, 207], [34, 196, 48, 212], [97, 207, 108, 220], [14, 235, 28, 247], [121, 245, 132, 256]]"
308084bdd358e0bd3dc7f2b409d6f34cc119bce30216f44667fc2be43ff31722,"[[211, 0, 229, 6], [0, 5, 7, 15], [175, 6, 185, 14], [0, 16, 6, 26], [5, 27, 20, 37], [27, 40, 37, 51], [178, 40, 189, 53], [11, 42, 22, 54], [192, 42, 207, 65], [5, 57, 23, 79], [14, 88, 24, 98], [41, 112, 49, 122], [13, 119, 38, 172], [56, 129, 62, 136], [45, 130, 51, 136], [1, 132, 12, 145], [134, 132, 149, 146], [234, 132, 256, 162], [39, 157, 52, 169], [0, 161, 10, 169], [138, 171, 149, 179], [191, 171, 227, 199], [34, 173, 45, 182], [5, 178, 18, 191], [41, 182, 68, 209], [144, 182, 149, 187], [154, 182, 159, 190], [37, 184, 48, 196], [160, 186, 166, 191], [24, 187, 33, 196], [0, 203, 9, 218], [251, 203, 256, 218], [165, 204, 181, 220], [27, 205, 35, 212], [57, 206, 66, 213], [206, 211, 221, 222], [43, 215, 55, 230], [10, 219, 21, 228], [223, 222, 235, 235], [3, 228, 12, 236], [63, 236, 80, 252], [229, 239, 244, 256]]"
309ba76b12ecb5ce28b99f3445b2b5dc54c0564c3c0e24c17e4c89a94a5d0535,"[[238, 11, 255, 30], [240, 65, 256, 85], [85, 76, 98, 89], [32, 78, 51, 93], [156, 88, 170, 103], [213, 183, 227, 204], [19, 200, 38, 214], [238, 242, 252, 255], [221, 248, 233, 256]]"
30f65741053db713b3f328d31d3234b6fedbe31df65c1a8ea29be28146cab789,"[[1, 0, 28, 15], [169, 0, 195, 12], [71, 7, 84, 19], [42, 9, 67, 32], [0, 19, 18, 39], [14, 30, 29, 48], [70, 30, 88, 46], [39, 45, 59, 64], [67, 60, 89, 83], [0, 67, 7, 89], [192, 69, 217, 92], [242, 78, 256, 105], [220, 89, 242, 113], [189, 104, 216, 132], [139, 116, 164, 143], [222, 121, 246, 147], [68, 142, 90, 164], [198, 147, 224, 173], [155, 148, 183, 173], [223, 166, 253, 193], [183, 177, 208, 204], [0, 190, 4, 210], [243, 193, 256, 222], [211, 196, 236, 227], [22, 213, 50, 240], [0, 223, 20, 251], [63, 230, 87, 256], [240, 245, 256, 256]]"
317832f90f02c5e916b2ac0f3bcb8da9928d8e400b747b2c68e544e56adacf6b,"[[8, 0, 19, 12], [71, 0, 85, 12], [190, 2, 206, 21], [218, 25, 231, 33], [60, 34, 71, 48], [149, 35, 163, 47], [102, 37, 113, 49], [83, 43, 97, 56], [195, 46, 216, 56], [21, 50, 32, 64], [54, 51, 65, 64], [231, 55, 256, 70], [67, 73, 77, 87], [190, 76, 211, 88], [46, 82, 56, 96], [19, 84, 31, 97], [126, 84, 144, 102], [241, 89, 256, 99], [23, 100, 36, 113], [40, 100, 50, 113], [60, 107, 71, 122], [103, 113, 116, 127], [218, 116, 234, 128], [147, 121, 161, 137], [192, 140, 224, 156], [157, 141, 170, 155], [49, 152, 60, 166], [79, 159, 90, 172], [95, 171, 107, 183], [18, 172, 37, 191], [143, 187, 156, 203], [181, 198, 196, 222], [37, 223, 50, 239], [225, 233, 236, 248], [78, 238, 88, 253], [91, 252, 101, 256]]"
319b6cb8b0d24b38db5e3c6fbb13b062e2766d9af5ff9bccb8f439ac0d870e52,"[[78, 0, 96, 4], [44, 3, 59, 15], [97, 10, 106, 18], [69, 20, 80, 31], [43, 48, 53, 67], [59, 51, 67, 61], [81, 52, 94, 67], [112, 68, 123, 84], [56, 69, 67, 78], [27, 85, 37, 96], [103, 92, 115, 102], [21, 105, 31, 117], [251, 112, 256, 125], [107, 113, 122, 124], [162, 115, 175, 122], [138, 117, 148, 127], [7, 118, 16, 130], [51, 119, 62, 130], [1, 124, 6, 133], [65, 126, 78, 141], [6, 134, 13, 141], [87, 135, 94, 145], [103, 135, 112, 144], [40, 145, 48, 158], [2, 148, 15, 160], [73, 148, 82, 158], [22, 149, 38, 163], [62, 150, 70, 163], [37, 164, 50, 175], [93, 166, 104, 180], [12, 167, 20, 177], [59, 168, 67, 174], [30, 180, 42, 190], [140, 182, 149, 195], [11, 183, 20, 192], [66, 188, 76, 197], [87, 191, 96, 202], [22, 193, 32, 204], [1, 198, 9, 208], [68, 201, 82, 213], [5, 209, 31, 224], [74, 211, 90, 225], [45, 222, 53, 232]]"
33618678c167c5e07be02c49d0c43bcd90493ba5d83110a631409a4d3ccc1e51,"[[165, 0, 189, 8], [280, 0, 331, 19], [154, 14, 212, 59], [213, 32, 268, 94], [67, 41, 131, 91], [287, 46, 348, 95], [23, 55, 64, 90], [266, 116, 318, 167], [69, 119, 129, 160], [321, 128, 360, 166], [171, 135, 236, 178], [229, 162, 273, 215], [144, 184, 197, 233], [45, 189, 100, 250], [0, 247, 46, 302], [139, 249, 192, 309], [219, 315, 266, 360], [0, 329, 50, 360], [86, 341, 112, 360]]"
337b6eed0726f07531cd467cd62b6676c31a8c9e716bdbc49433986c022252cf,"[[30, 0, 45, 13], [53, 0, 89, 24], [247, 0, 256, 11], [226, 20, 249, 43], [154, 42, 197, 80], [187, 42, 219, 67], [0, 59, 3, 73], [226, 60, 244, 80], [247, 62, 255, 75], [101, 72, 121, 85], [175, 74, 192, 93], [196, 76, 216, 94], [143, 83, 166, 101], [102, 91, 111, 99], [108, 95, 124, 111], [221, 97, 249, 145], [250, 107, 256, 126], [0, 113, 4, 136], [130, 114, 171, 148], [11, 117, 36, 138], [64, 124, 94, 147], [166, 127, 199, 157], [13, 145, 26, 153], [109, 147, 123, 161], [0, 152, 4, 166], [137, 159, 188, 200], [20, 163, 51, 187], [60, 167, 77, 188], [90, 169, 139, 192], [249, 175, 256, 189], [227, 194, 252, 215], [40, 203, 74, 232], [7, 211, 34, 235], [0, 216, 4, 228], [0, 232, 12, 244], [46, 232, 65, 246], [18, 254, 31, 277], [88, 257, 128, 274], [43, 264, 59, 281], [62, 272, 75, 286], [11, 281, 33, 305], [0, 282, 3, 294], [77, 282, 93, 301], [245, 283, 256, 299], [52, 288, 75, 310], [176, 289, 208, 309], [31, 296, 54, 320], [0, 305, 9, 320]]"
33a5b0ff232b425796ee6a9dd5b516ff9aad54ca723b4ec490bf5cd9b2e2a731,"[[104, 0, 140, 21], [192, 0, 216, 7], [229, 0, 256, 13], [140, 13, 197, 53], [70, 16, 95, 44], [30, 24, 62, 64], [84, 53, 179, 140], [207, 60, 251, 136], [243, 84, 256, 121], [0, 87, 30, 130], [69, 123, 134, 161], [45, 148, 112, 187], [162, 148, 207, 189], [22, 187, 85, 221], [17, 219, 67, 268], [48, 256, 100, 318], [18, 259, 39, 295]]"
33d0a9b24c25852ce35274b4b1777484ccd21f44dbe35491cc926e5948c1ce3e,"[[243, 59, 256, 77], [19, 84, 39, 102], [0, 86, 7, 104], [198, 100, 218, 118], [250, 102, 256, 116], [123, 106, 140, 128], [151, 111, 170, 130], [168, 154, 193, 174], [231, 156, 248, 173], [123, 186, 143, 208], [199, 200, 220, 218], [45, 214, 60, 230], [191, 252, 208, 256]]"
3441821ebea04face181c9e2f4d0d09727c764827ac51b9e7fbadbebabeab225,"[[155, 0, 209, 24], [278, 0, 335, 34], [214, 15, 270, 76], [44, 26, 99, 69], [69, 67, 122, 118], [274, 69, 342, 131], [0, 85, 40, 131], [166, 102, 206, 171], [111, 122, 163, 185], [3, 165, 51, 216], [188, 192, 291, 264], [297, 197, 360, 284], [100, 230, 166, 287], [182, 253, 225, 323], [252, 266, 307, 313], [339, 294, 360, 345], [303, 298, 326, 315], [333, 305, 342, 320], [256, 316, 330, 360], [99, 321, 152, 360], [150, 337, 184, 360]]"
3477024fd843e46097840360f9cdee24b76bf5c593ed27a9aee7a5728a06aa51,"[[114, 0, 173, 50], [259, 0, 339, 64], [478, 16, 520, 96], [173, 64, 241, 114], [0, 65, 30, 130], [263, 138, 336, 191], [197, 182, 259, 222], [388, 236, 495, 303], [166, 262, 238, 305], [76, 309, 117, 370], [4, 347, 50, 417], [128, 358, 186, 404], [435, 392, 498, 431], [330, 473, 365, 530], [119, 477, 173, 536], [39, 524, 85, 588], [344, 557, 379, 610], [262, 613, 315, 674], [361, 637, 409, 695], [128, 649, 171, 675], [215, 683, 255, 696], [137, 684, 172, 696]]"
34c9f4eb2af8b8f46b1d88b74bde16f4614cd08948c2f1d817eb629afc512e7a,"[[44, 0, 56, 11], [100, 0, 112, 16], [142, 5, 154, 23], [227, 21, 248, 36], [66, 79, 76, 96], [0, 85, 3, 97], [247, 94, 256, 111], [132, 119, 142, 134], [229, 146, 245, 168], [129, 157, 141, 173], [100, 168, 114, 184], [150, 184, 164, 201], [173, 233, 194, 250]]"
351771edfc5db5665ded8aa4940257276b6526663c76e3b60b92a52584d8943c,"[[0, 0, 6, 10], [327, 0, 372, 22], [388, 0, 417, 10], [182, 16, 231, 46], [286, 20, 322, 59], [441, 20, 479, 51], [46, 21, 78, 42], [12, 39, 48, 58], [106, 40, 156, 100], [499, 48, 520, 73], [385, 66, 423, 97], [32, 75, 61, 98], [235, 78, 296, 111], [456, 79, 484, 101], [94, 81, 120, 106], [279, 97, 331, 142], [505, 104, 520, 127], [402, 105, 433, 131], [0, 113, 41, 152], [183, 123, 202, 163], [106, 136, 140, 169], [318, 138, 350, 183], [428, 140, 459, 170], [376, 141, 410, 174], [228, 142, 263, 175], [506, 152, 520, 184], [161, 155, 183, 194], [0, 158, 23, 180], [86, 169, 95, 177], [473, 178, 492, 222], [72, 179, 106, 212], [448, 197, 471, 227], [323, 198, 342, 226], [354, 201, 429, 252], [119, 206, 148, 248], [33, 223, 65, 259], [196, 229, 226, 264], [409, 232, 428, 252], [294, 240, 328, 275], [145, 263, 164, 296], [7, 273, 46, 303], [485, 274, 505, 305], [86, 281, 123, 316], [277, 281, 307, 306], [226, 286, 247, 310], [171, 290, 197, 316], [437, 302, 467, 330], [351, 321, 386, 355], [472, 337, 498, 360], [0, 339, 8, 373], [249, 339, 271, 359], [189, 345, 210, 369], [398, 351, 433, 381], [123, 369, 150, 395], [248, 377, 277, 398], [94, 381, 124, 416], [5, 387, 35, 430], [353, 389, 390, 411], [51, 403, 73, 433], [424, 406, 453, 440], [500, 406, 520, 430], [83, 409, 116, 438], [355, 420, 387, 444], [469, 429, 496, 463], [501, 437, 520, 460], [190, 450, 215, 470], [79, 465, 115, 496], [33, 476, 66, 525], [288, 477, 320, 514], [434, 491, 475, 526], [386, 496, 419, 526], [229, 516, 248, 549], [269, 517, 292, 546], [197, 530, 223, 559], [320, 532, 353, 565], [463, 535, 497, 565], [76, 536, 104, 559], [385, 539, 420, 589], [154, 542, 183, 572], [288, 547, 310, 575], [0, 567, 7, 596], [228, 568, 259, 597], [390, 599, 423, 641], [58, 603, 84, 637], [210, 614, 245, 650], [181, 615, 204, 645], [345, 623, 378, 657], [274, 624, 312, 655], [493, 644, 519, 675], [104, 648, 129, 682], [155, 650, 175, 681], [441, 658, 463, 687], [54, 673, 78, 696], [174, 673, 191, 696], [480, 677, 511, 696], [127, 691, 146, 696], [350, 691, 372, 696]]"
353ab00e964f71aa720385223a9078b770b7e3efaf5be0f66e670981f68fe606,"[[10, 0, 38, 10], [85, 0, 134, 59], [140, 0, 155, 3], [157, 0, 189, 16], [192, 0, 237, 39], [241, 0, 256, 7], [0, 12, 38, 37], [231, 13, 256, 40], [140, 19, 175, 42], [14, 41, 35, 60], [169, 48, 199, 80], [246, 51, 256, 70], [222, 52, 241, 75], [145, 85, 187, 125], [191, 87, 208, 104], [134, 92, 140, 99], [0, 105, 26, 134], [247, 119, 256, 142], [209, 123, 236, 161], [164, 140, 188, 164], [151, 157, 170, 177], [204, 158, 212, 167], [230, 168, 249, 190], [96, 169, 148, 202], [201, 182, 223, 203], [164, 192, 194, 212], [212, 204, 233, 224], [197, 221, 218, 241], [133, 224, 160, 251], [241, 226, 256, 270], [164, 234, 183, 253], [208, 236, 238, 267], [168, 264, 199, 297], [210, 290, 256, 311], [198, 303, 203, 308], [236, 309, 256, 320], [209, 313, 236, 320]]"
356d9903d16074f152fe8f2f0ef555d9959c53264228eae7373cad5cf35d4e85,"[[246, 0, 254, 8], [186, 13, 197, 23], [236, 16, 245, 32], [172, 34, 188, 43], [210, 42, 219, 52], [238, 42, 254, 53], [140, 43, 154, 54], [104, 47, 113, 57], [149, 54, 162, 63], [240, 54, 256, 69], [156, 72, 169, 80], [126, 76, 141, 88], [235, 78, 245, 87], [87, 93, 98, 102], [162, 94, 170, 103], [227, 98, 237, 107], [150, 103, 165, 112], [127, 107, 137, 115], [107, 113, 120, 124], [251, 113, 256, 122], [250, 127, 256, 137], [186, 132, 195, 143], [13, 133, 26, 148], [148, 134, 166, 150], [215, 137, 224, 147], [195, 138, 203, 150], [0, 146, 7, 156], [245, 146, 256, 157], [235, 150, 243, 163], [217, 153, 227, 164], [14, 162, 22, 172], [113, 162, 121, 174], [228, 172, 236, 182], [143, 181, 155, 194], [200, 182, 210, 192], [176, 184, 195, 199], [238, 203, 246, 217], [194, 205, 206, 215], [222, 212, 237, 226], [50, 214, 60, 223], [166, 214, 174, 227], [7, 219, 18, 230], [206, 219, 214, 232], [251, 226, 256, 234], [0, 228, 4, 238], [112, 234, 127, 250], [222, 252, 234, 256], [117, 253, 131, 256]]"
3582166ee20755856adf4882a8bfacb616fce4247911605a109c4862de421bcd,"[[244, 0, 256, 10], [196, 13, 211, 30], [181, 34, 193, 44], [205, 35, 217, 46], [242, 53, 256, 75], [18, 56, 44, 79], [0, 62, 17, 112], [229, 63, 241, 80], [213, 78, 223, 94], [116, 95, 122, 105], [106, 96, 114, 104], [148, 97, 169, 113], [78, 102, 97, 123], [97, 105, 108, 116], [13, 108, 26, 117], [148, 109, 158, 118], [233, 110, 247, 123], [37, 115, 48, 123], [143, 121, 154, 147], [250, 122, 256, 132], [31, 125, 42, 141], [52, 125, 65, 137], [71, 125, 77, 133], [75, 136, 86, 145], [44, 174, 56, 182], [29, 183, 54, 210], [13, 198, 24, 206], [20, 209, 27, 218], [236, 215, 251, 221]]"
